Label	Total Fwd Packets	Total Backward Packets	Flow Bytes/s	Flow Packets/s	Flow Duration	FIN Flag Count	SYN Flag Count	ACK Flag Count	Packet Length Mean	Down/Up Ratio	Average Packet Size
BENIGN	7	0	0	0.106629	6.5648e+07	0	0	0	0	0	0
BENIGN	1	1	0	11627.9	172	0	0	1	0	1	0
BENIGN	2	2	3626.9	78.8457	50732	0	0	0	44.4	1	55.5
BENIGN	10	9	1207.38	3.712	5.11853e+06	0	0	0	309	0	325.263
DDoS	5	0	6.00339	1.00056	4.99718e+06	0	0	1	6	0	7.2
BENIGN	9	9	1634.53	2.90928	6.18709e+06	0	0	0	532.263	1	561.833
DDoS	3	6	54907.1	42.4795	211867	0	0	0	1163.3	2	1292.56
BENIGN	13	13	979.407	3.40163	7.6434e+06	0	0	0	277.259	1	287.923
DDoS	3	5	725611	499.002	16032	0	0	0	1292.56	1	1454.12
BENIGN	1	1	4152.88	64.8887	30822	0	0	0	61.3333	1	92
DDoS	5	0	7.4908	1.24847	4.00491e+06	0	0	1	6	0	7.2
DDoS	4	0	5.93318	0.988863	4.04505e+06	0	0	1	6	0	7.5
BENIGN	18	18	653.231	1.80603	1.99332e+07	0	0	0	351.919	1	361.694
BENIGN	15	10	28648.1	85.6599	291852	0	0	0	321.577	0	334.44
BENIGN	2	2	7.33251	0.0752052	5.31878e+07	0	0	0	87	1	108.75
BENIGN	16	23	215217	236.163	165140	0	0	0	888.525	1	911.308
DDoS	7	6	1752.45	1.95535	6.64842e+06	0	0	1	832.643	0	896.692
DDoS	5	0	416.401	69.4001	72046	0	0	1	6	0	7.2
BENIGN	1	1	7933.15	65.0258	30757	0	0	0	100.667	1	151
BENIGN	2	0	6063.67	1010.61	1979	0	0	1	6	0	9
DDoS	3	6	275489	213.245	42205	0	0	0	1162.7	2	1291.89
DDoS	5	0	16.1026	2.68377	1.86305e+06	0	0	1	6	0	7.2
DDoS	5	0	3.31498	0.552497	9.04982e+06	0	0	1	6	0	7.2
DDoS	3	4	248250	149.381	46860	0	0	0	1454.12	1	1661.86
DDoS	5	0	8.16559	1.36093	3.67395e+06	0	0	1	6	0	7.2
BENIGN	1	1	0	35087.7	57	0	0	1	0	1	0
DDoS	5	0	3.76144	0.626906	7.97568e+06	0	0	1	6	0	7.2
BENIGN	1	1	9403.99	84.7206	23607	0	0	0	89.6667	1	134.5
DDoS	9	6	143.766	0.184804	8.11669e+07	0	0	1	729.688	0	778.333
BENIGN	2	2	607774	14134.3	283	0	0	0	41.4	1	51.75
BENIGN	2	0	94.6007	15.7668	126849	0	0	1	6	0	9
DDoS	4	0	4.45941	0.743236	5.38187e+06	0	0	1	6	0	7.5
BENIGN	2	2	1.28467e+06	29197.1	137	0	0	0	42.4	1	53
DDoS	3	4	6335.15	3.81406	1.83532e+06	0	0	0	1453.38	1	1661
BENIGN	2	2	1.79904e+06	19138.8	209	0	0	0	84.4	1	105.5
DDoS	3	5	289811	199.302	40140	0	0	0	1292.56	1	1454.12
DDoS	3	5	37598.2	25.8562	309403	0	0	0	1292.56	1	1454.12
BENIGN	2	0	88.8208	2.86519	698035	0	1	1	31	0	46.5
DDoS	8	4	150.888	0.155328	7.72559e+07	0	0	1	897.154	0	971.917
BENIGN	1	1	123.678	20.613	97026	0	0	1	6	1	9
BENIGN	2	2	12310.3	168.634	23720	0	0	0	67	1	83.75
BENIGN	26	24	83.6133	0.433544	1.15329e+08	0	0	0	189.078	0	192.86
DDoS	3	5	10225.9	7.03234	1.1376e+06	0	0	0	1292.56	1	1454.12
BENIGN	1	1	1212.3	18.9423	105584	0	0	0	54.6667	1	82
DDoS	9	5	118.196	0.141807	9.87254e+07	0	0	1	778.333	0	833.929
DDoS	6	0	3.92466	0.65411	9.17277e+06	0	0	1	6	0	7
BENIGN	2	2	9683.81	97.8163	40893	0	0	0	86.2	1	107.75
DDoS	5	0	3.46111	0.576852	8.66774e+06	0	0	1	6	0	7.2
BENIGN	1	1	5022.49	65.6534	30463	0	0	0	66.3333	1	99.5
BENIGN	2	2	2.09322e+06	16949.2	236	0	0	0	106.4	1	133
BENIGN	2	0	64516.1	10752.7	186	0	0	1	6	0	9
DDoS	3	5	12785.1	8.79231	909886	0	0	0	1292.56	1	1454.12
BENIGN	1	2	0	39473.7	76	0	0	1	0	2	0
DDoS	4	0	2.5856	0.430933	9.28218e+06	0	0	1	6	0	7.5
DDoS	4	0	2.15852	0.359754	1.11187e+07	0	0	1	6	0	7.5
DDoS	4	0	3.70312	0.617186	6.48102e+06	0	0	1	6	0	7.5
DDoS	5	0	6.25678	1.0428	4.7948e+06	0	0	1	6	0	7.2
DDoS	5	0	3.08995	0.514991	9.7089e+06	0	0	1	6	0	7.2
BENIGN	8	4	621.993	2.20565	5.44058e+06	0	0	0	260.308	0	282
BENIGN	2	0	29.2997	4.88329	409560	0	0	1	6	0	9
BENIGN	1	1	96774.2	16129	124	0	0	1	6	1	9
DDoS	3	6	236624	183.161	49137	0	0	0	1162.7	2	1291.89
BENIGN	2	2	139.662	1.93975	2.06212e+06	0	0	0	68.2	1	85.25
DDoS	3	4	16125.8	9.70851	721017	0	0	0	1453.38	1	1661
BENIGN	2	1	0.30812	0.07703	3.89459e+07	0	0	1	4.5	0	6
DDoS	5	0	7.5834	1.2639	3.95601e+06	0	0	1	6	0	7.2
BENIGN	8	7	314.321	0.916209	1.63718e+07	0	0	0	321.625	0	343.067
BENIGN	2	2	3269.4	41.6484	96042	0	0	0	70.4	1	88
BENIGN	2	2	1.87013e+06	25974	154	0	0	0	66	1	82.5
DDoS	4	0	5.38185	0.896975	4.45943e+06	0	0	1	6	0	7.5
DDoS	4	0	19.7574	3.2929	1.21473e+06	0	0	1	6	0	7.5
DDoS	3	5	11213.6	7.71156	1.0374e+06	0	0	0	1292.56	1	1454.12
DDoS	8	5	1395.17	1.5551	8.35957e+06	0	0	1	833.5	0	897.615
DDoS	3	7	258240	222.104	45024	0	0	0	1057	2	1162.7
DDoS	4	0	2.79923	0.466538	8.57378e+06	0	0	1	6	0	7.5
DDoS	3	4	6732.22	4.05311	1.72707e+06	0	0	0	1453.38	1	1661
BENIGN	1	1	200000	33333.3	60	0	0	1	6	1	9
DDoS	5	0	3.12635	0.521058	9.59587e+06	0	0	1	6	0	7.2
DDoS	3	4	6391.83	3.84818	1.81904e+06	0	0	0	1453.38	1	1661
DDoS	5	0	7.91543	1.31924	3.79006e+06	0	0	1	6	0	7.2
BENIGN	11	7	68154.1	203.041	88652	0	0	0	318	0	335.667
BENIGN	10	5	14862.1	107.024	140155	0	0	0	130.188	0	138.867
BENIGN	1	1	136364	22727.3	88	0	0	1	6	1	9
BENIGN	2	0	0	0.0312135	6.40748e+07	0	0	1	0	0	0
BENIGN	38	56	4894.94	4.38615	2.14311e+07	0	0	0	1104.25	1	1116
BENIGN	3	5	45334.4	133.828	59778	0	0	0	301.111	1	338.75
DDoS	4	0	6.8821	1.14702	3.48731e+06	0	0	1	6	0	7.5
DDoS	5	0	13.6124	2.26873	2.20388e+06	0	0	1	6	0	7.2
DDoS	3	6	6244.1	4.83082	1.86304e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	0	9.25e+06	500000	4	0	1	1	22.6667	0	34
DDoS	4	0	2.24013	0.373356	1.07136e+07	0	0	1	6	0	7.5
BENIGN	3	4	27683.4	147.701	47393	0	0	0	164	1	187.429
DDoS	3	6	12201	9.4443	952956	0	0	0	1162.7	2	1291.89
DDoS	3	5	13122.7	9.02445	886481	0	0	0	1292.56	1	1454.12
BENIGN	3	1	262032	21390.4	187	0	0	1	11	0	13.75
BENIGN	4	2	10447.2	158.29	37905	0	0	0	63	0	73.5
BENIGN	2	2	567901	24691.4	162	0	0	0	23	1	28.75
DDoS	4	0	2.4268	0.404466	9.88957e+06	0	0	1	6	0	7.5
DDoS	6	0	5.89694	0.982824	6.10486e+06	0	0	1	6	0	7
DDoS	4	0	8.4718	1.41197	2.83293e+06	0	0	1	6	0	7.5
BENIGN	16	12	61.2316	0.44683	6.26637e+07	0	0	0	132.31	0	137.036
BENIGN	2	2	4985.53	80.4117	49744	0	0	0	55.4	1	69.25
DDoS	5	0	508.165	84.6941	59036	0	0	1	6	0	7.2
BENIGN	2	0	82191.8	13698.6	146	0	0	1	6	0	9
DDoS	8	6	145.122	0.174201	8.0367e+07	0	0	1	777.933	0	833.5
DDoS	3	4	273828	164.857	42461	0	0	0	1453.38	1	1661
DDoS	5	0	9.92419	1.65403	3.02292e+06	0	0	1	6	0	7.2
DDoS	4	0	8.09645	1.34941	2.96426e+06	0	0	1	6	0	7.5
DDoS	4	0	6.62074	1.10346	3.62497e+06	0	0	1	6	0	7.5
BENIGN	18	15	25.3726	0.284601	1.15952e+08	0	0	0	86.5294	0	89.1515
BENIGN	2	1	225000	37500	80	0	0	1	6	0	8
BENIGN	1	1	57971	9661.84	207	0	0	1	6	1	9
DDoS	3	6	35059.4	27.1381	331637	0	0	0	1162.7	2	1291.89
BENIGN	2	1	161654	11278.2	266	0	1	1	20	0	26.6667
DDoS	3	6	8058.44	6.2345	1.44358e+06	0	0	0	1163.3	2	1292.56
BENIGN	1	1	181818	30303	66	0	0	1	6	1	9
BENIGN	1	1	5754.92	82.2132	24327	0	0	0	62	1	93
DDoS	3	6	57432.7	44.4335	202550	0	0	0	1163.3	2	1292.56
DDoS	3	4	13703.6	8.25021	848463	0	0	0	1453.38	1	1661
BENIGN	2	2	3372.74	65.49	61078	0	0	0	47.8	1	59.75
BENIGN	1	1	5738.03	42.1914	47403	0	0	0	103.667	1	155.5
BENIGN	2	0	160.239	53.4131	37444	0	0	1	2	0	3
DDoS	3	4	42331.1	25.4853	274668	0	0	0	1453.38	1	1661
BENIGN	15	11	27733.8	86.2432	301473	0	0	0	309.667	0	321.577
BENIGN	2	2	1.2e+06	28571.4	140	0	0	0	40.4	1	50.5
DDoS	3	6	6616.82	5.12182	1.75719e+06	0	0	0	1162.7	2	1291.89
DDoS	3	6	6308.9	4.88347	1.84295e+06	0	0	0	1162.7	2	1291.89
DDoS	3	6	17860.9	13.8183	651312	0	0	0	1163.3	2	1292.56
DDoS	8	4	120.356	0.123897	9.68547e+07	0	0	1	897.154	0	971.917
BENIGN	10	5	14370.8	186.15	80580	0	0	0	72.375	0	77.2
DDoS	5	0	4.9901	0.831683	6.0119e+06	0	0	1	6	0	7.2
BENIGN	1	1	250000	41666.7	48	0	0	1	6	1	9
BENIGN	10	6	7989.76	68.2885	234300	0	0	0	110.118	0	117
DDoS	3	6	58432.1	45.23	198983	0	0	0	1162.7	2	1291.89
BENIGN	2	2	7376.27	82.4165	48534	0	0	0	81	1	101.25
BENIGN	1	1	0	31250	64	0	0	1	0	1	0
DDoS	3	4	28302.8	17.0396	410808	0	0	0	1453.38	1	1661
DDoS	8	6	148.801	0.178709	7.83396e+07	0	0	1	777.533	0	833.071
DDoS	3	6	233972	181.108	49694	0	0	0	1162.7	2	1291.89
BENIGN	1	1	0	86956.5	23	0	0	1	0	1	0
BENIGN	1	1	4234.51	19.8338	100838	0	0	0	156.333	1	234.5
DDoS	3	6	12787.2	9.89299	909735	0	0	0	1163.3	2	1292.56
DDoS	6	0	7.51741	1.2529	4.78888e+06	0	0	1	6	0	7
BENIGN	2	2	1.07602e+06	23391.8	171	0	0	0	42.8	1	53.5
BENIGN	4	2	336.349	6.63847	903823	0	0	0	48	0	56
DDoS	3	6	7063.57	5.46481	1.6469e+06	0	0	0	1163.3	2	1292.56
BENIGN	5	0	798.766	137.718	36306	0	0	1	4.83333	0	5.8
BENIGN	23	19	68.9828	0.35716	1.17594e+08	0	0	0	188.651	0	193.143
BENIGN	1	1	6346.92	65.4322	30566	0	0	0	82.3333	1	123.5
BENIGN	65	83	1332.84	1.34314	1.10189e+08	0	0	0	985.671	1	992.331
BENIGN	1	1	5100.8	44.3547	45091	0	0	0	110.333	1	165.5
BENIGN	1	1	1564.59	32.5956	61358	0	0	0	48	1	72
DDoS	3	5	6548.39	4.50564	1.77555e+06	0	0	0	1291.89	1	1453.38
DDoS	8	6	151.304	0.181715	7.70437e+07	0	0	1	777.533	0	833.071
DDoS	3	5	13537.1	9.31428	858896	0	0	0	1291.89	1	1453.38
DDoS	8	8	141.384	0.19396	8.24914e+07	0	0	1	686.412	1	729.312
BENIGN	1	1	5331.98	84.6346	23631	0	0	0	60.3333	1	90.5
BENIGN	6	8	3609.03	44.5559	314212	0	0	0	75.6	1	81
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
DDoS	9	6	128.526	0.1653	9.07443e+07	0	0	1	729.312	0	777.933
DDoS	3	4	8843.4	5.32139	1.31544e+06	0	0	0	1454.12	1	1661.86
DDoS	4	0	2.24875	0.374792	1.06726e+07	0	0	1	6	0	7.5
DDoS	3	6	50612.9	39.1774	229724	0	0	0	1162.7	2	1291.89
BENIGN	1	1	7569.65	62.0463	32234	0	0	0	100.667	1	151
BENIGN	4	2	0	0.994548	6.03289e+06	0	0	0	0	0	0
BENIGN	2	2	1.2e+06	19047.6	210	0	0	0	57.8	1	72.25
BENIGN	5	0	5503.89	948.947	5269	0	0	1	4.83333	0	5.8
DDoS	4	0	10.8848	1.81414	2.2049e+06	0	0	1	6	0	7.5
BENIGN	1	1	3156.29	32.878	60831	0	0	0	78.3333	1	117.5
BENIGN	1	1	315789	52631.6	38	0	0	1	6	1	9
DDoS	5	0	1306.56	217.761	22961	0	0	1	6	0	7.2
DDoS	8	4	148.527	0.152897	7.8484e+07	0	0	1	897.154	0	971.917
BENIGN	20	18	52.8767	0.323822	1.17348e+08	0	0	0	159.103	0	163.289
DDoS	3	4	477142	287.262	24368	0	0	0	1453.38	1	1661
BENIGN	10	5	9749.39	122.685	122264	0	0	0	74.5	0	79.4667
BENIGN	5	0	70.0231	0.440952	1.13391e+07	0	0	1	132.333	0	158.8
BENIGN	3	4	28484.8	69.5963	100580	0	0	0	526.875	1	602.143
DDoS	4	0	9.80408	1.63401	2.44796e+06	0	0	1	6	0	7.5
DDoS	3	6	24916.6	19.277	466878	0	0	0	1163.3	2	1292.56
DDoS	4	0	5.88535	0.980891	4.07792e+06	0	0	1	6	0	7.5
BENIGN	7	4	341.933	1.03873	1.05898e+07	0	0	0	301.75	0	329.182
DDoS	3	4	6755.6	4.06719	1.72109e+06	0	0	0	1453.38	1	1661
BENIGN	7	3	143.881	1.89566	5.2752e+06	0	0	0	69	0	75.9
BENIGN	1	1	2782.9	14.0196	142657	0	0	0	150.667	1	226
BENIGN	1	1	5762.3	120.048	16660	0	0	0	48	1	72
BENIGN	7	8	210.627	0.449482	3.33717e+07	0	0	0	439.312	1	468.6
DDoS	3	5	96658.9	66.5065	120289	0	0	0	1291.89	1	1453.38
DDoS	4	0	2.01652	0.336087	1.19017e+07	0	0	1	6	0	7.5
DDoS	5	0	15.2675	2.54458	1.96496e+06	0	0	1	6	0	7.2
DDoS	8	6	143.426	0.172255	8.12751e+07	0	0	1	777.533	0	833.071
DDoS	3	4	9093.79	5.47206	1.27922e+06	0	0	0	1454.12	1	1661.86
DDoS	4	0	26.5497	4.42495	903964	0	0	1	6	0	7.5
DDoS	3	6	9203.48	7.12405	1.26333e+06	0	0	0	1162.7	2	1291.89
BENIGN	4	2	765.116	21.0582	284924	0	0	0	35.5714	0	41.5
BENIGN	2	0	0	666667	3	0	0	1	0	0	0
DDoS	5	0	9.65265	1.60878	3.10795e+06	0	0	1	6	0	7.2
BENIGN	5	1	31.2218	1.03498	5.79724e+06	0	1	1	32.4286	0	37.8333
BENIGN	2	1	119.113	19.8522	151117	1	0	0	6	0	8
DDoS	8	7	142.189	0.182966	8.19823e+07	0	0	1	728.938	0	777.533
DDoS	5	0	3.75898	0.626496	7.98089e+06	0	0	1	6	0	7.2
BENIGN	9	9	5887.56	18.8101	956933	0	0	0	296.526	1	313
BENIGN	1	1	0	35714.3	56	0	0	1	0	1	0
DDoS	3	5	23606.3	16.234	492792	0	0	0	1292.56	1	1454.12
DDoS	5	0	4.244	0.707333	7.0688e+06	0	0	1	6	0	7.2
BENIGN	4	2	4272.49	45.9408	130603	0	0	0	86.4286	0	100.833
DDoS	4	0	237.553	39.5922	101030	0	0	1	6	0	7.5
DDoS	3	4	6894.07	4.14841	1.68739e+06	0	0	0	1454.12	1	1661.86
BENIGN	5	3	14500.5	164.079	48757	0	0	0	78.5556	0	88.375
DDoS	8	6	148.435	0.178177	7.85733e+07	0	0	1	777.933	0	833.5
DDoS	3	5	9449.04	6.4981	1.23113e+06	0	0	0	1292.56	1	1454.12
BENIGN	19	14	147.453	0.54362	6.07041e+07	0	0	0	263.265	0	271.242
DDoS	9	4	114.477	0.1276	1.01881e+08	0	0	1	833.5	0	897.615
DDoS	3	5	20582.5	14.1546	565188	0	0	0	1292.56	1	1454.12
BENIGN	2	2	1.37226e+06	29197.1	137	0	0	0	45.4	1	56.75
BENIGN	2	2	116.506	38.8353	102999	0	0	1	2.4	1	3
DDoS	9	4	159.66	0.177963	7.30488e+07	0	0	1	833.5	0	897.615
DDoS	3	4	827427	498.15	14052	0	0	0	1453.38	1	1661
DDoS	3	5	76569.7	52.6569	151927	0	0	0	1292.56	1	1454.12
BENIGN	2	0	122449	20408.2	98	0	0	1	6	0	9
DDoS	3	6	17675.8	13.6751	658131	0	0	0	1163.3	2	1292.56
BENIGN	2	0	43795.6	7299.27	274	0	0	1	6	0	9
BENIGN	7	3	144.826	1.90811	5.24078e+06	0	0	0	69	0	75.9
DDoS	3	6	10956.2	8.4764	1.06177e+06	0	0	0	1163.3	2	1292.56
BENIGN	1	1	3584.81	65.1784	30685	0	0	0	52.3333	1	78.5
BENIGN	2	2	1.54839e+06	21505.4	186	0	0	0	66	1	82.5
BENIGN	4	2	18806.4	160.282	37434	0	0	0	113.429	0	132.333
DDoS	4	0	2.34017	0.390029	1.02556e+07	0	0	1	6	0	7.5
BENIGN	2	2	2.29268e+06	24390.2	164	0	0	0	84.4	1	105.5
DDoS	8	5	155.465	0.173376	7.49816e+07	0	0	1	833.071	0	897.154
BENIGN	3	3	6.08004	0.0678071	8.84863e+07	0	0	0	84.2857	1	98.3333
BENIGN	1	1	3616.4	65.7527	30417	0	0	0	50.3333	1	75.5
DDoS	3	6	3.47773e+06	2690.58	3345	0	0	0	1163.3	2	1292.56
DDoS	8	5	125.8	0.140221	9.27106e+07	0	0	1	833.5	0	897.615
DDoS	8	6	125.639	0.150814	9.28293e+07	0	0	1	777.933	0	833.5
BENIGN	1	2	0	50847.5	59	0	0	1	0	2	0
DDoS	6	0	8.35866	1.39311	4.30691e+06	0	0	1	6	0	7
DDoS	5	0	2.97096	0.49516	1.00978e+07	0	0	1	6	0	7.2
BENIGN	11	6	10764.2	83.7492	202987	0	0	0	121.389	0	128.529
DDoS	9	6	120.579	0.155	9.67745e+07	0	0	1	729.688	0	778.333
BENIGN	2	2	384817	5235.6	764	0	0	0	67	1	83.75
DDoS	3	4	16786.4	10.101	693001	0	0	0	1454.12	1	1661.86
BENIGN	3	0	0	0.333127	9.00558e+06	0	0	0	0	0	0
BENIGN	2	2	3833.36	43.0714	92869	0	0	0	80.2	1	100.25
DDoS	4	0	27.3328	4.55547	878066	0	0	1	6	0	7.5
DDoS	4	0	5.72354	0.953924	4.19321e+06	0	0	1	6	0	7.5
BENIGN	2	2	12599.9	127.918	31270	0	0	0	87.2	1	109
DDoS	3	7	21333.2	18.348	545018	0	0	0	1057	2	1162.7
DDoS	5	0	3.37918	0.563197	8.8779e+06	0	0	1	6	0	7.2
DDoS	5	0	4.12035	0.686724	7.28094e+06	0	0	1	6	0	7.2
DDoS	3	5	15627.3	10.7469	744402	0	0	0	1292.56	1	1454.12
DDoS	3	4	6422.16	3.86644	1.81045e+06	0	0	0	1453.38	1	1661
DDoS	9	5	126.3	0.15153	9.2391e+07	0	0	1	778.333	0	833.929
BENIGN	1	2	632.822	105.47	28444	0	0	1	6	2	8
BENIGN	2	2	7986.86	128.82	31051	0	0	0	57.2	1	71.5
DDoS	8	4	132.069	0.135955	8.82643e+07	0	0	1	897.154	0	971.917
DDoS	3	6	8547.77	6.61308	1.36094e+06	0	0	0	1163.3	2	1292.56
DDoS	3	6	6900.52	5.33866	1.68582e+06	0	0	0	1163.3	2	1292.56
DDoS	4	0	2.98722	0.49787	8.03423e+06	0	0	1	6	0	7.5
DDoS	3	7	8586.72	7.38516	1.35407e+06	0	0	0	1057	2	1162.7
DDoS	3	6	7803.49	6.03725	1.49074e+06	0	0	0	1163.3	2	1292.56
DDoS	5	0	7.30832	1.21805	4.10491e+06	0	0	1	6	0	7.2
DDoS	4	0	3.26212	0.543687	7.35717e+06	0	0	1	6	0	7.5
BENIGN	2	1	52631.6	13157.9	228	1	0	0	4.5	0	6
DDoS	9	4	141.843	0.158022	8.22672e+07	0	0	1	833.929	0	898.077
DDoS	3	4	19786	11.906	587941	0	0	0	1454.12	1	1661.86
BENIGN	3	0	0	12.6365	237408	0	0	1	0	0	0
BENIGN	3	1	14987.5	3330.56	1201	1	0	0	4.8	0	6
BENIGN	2	2	11428.1	82.8123	48302	0	0	0	117.2	1	146.5
BENIGN	11	6	13146.2	87.0273	195341	0	0	0	142.667	0	151.059
BENIGN	2	2	909953	18957.3	211	0	0	0	46.4	1	58
BENIGN	15	13	50017.8	100.502	278601	0	0	0	480.517	0	497.679
DDoS	4	0	2.36655	0.394426	1.01413e+07	0	0	1	6	0	7.5
BENIGN	11	7	321.353	3.0364	5.92806e+06	0	0	0	100.263	0	105.833
BENIGN	2	2	2.01389e+06	27777.8	144	0	0	0	67.4	1	84.25
DDoS	4	0	5.16247	0.860412	4.64893e+06	0	0	1	6	0	7.5
BENIGN	11	8	32.0177	0.309744	6.1341e+07	0	1	1	126.7	0	133.368
DDoS	3	4	13053.6	7.85485	891169	0	0	0	1454.12	1	1661.86
DDoS	3	5	151681	104.311	76694	0	0	0	1292.56	1	1454.12
BENIGN	2	2	21523.4	167.497	23881	0	0	0	110.4	1	138
DDoS	3	5	219208	150.827	53041	0	0	0	1291.89	1	1453.38
DDoS	4	0	25.5851	4.26419	938045	0	0	1	6	0	7.5
DDoS	5	0	5.00347	0.833911	5.99584e+06	0	0	1	6	0	7.2
DDoS	3	6	6570.07	5.08563	1.76969e+06	0	0	0	1162.7	2	1291.89
DDoS	4	0	2.95793	0.492988	8.11379e+06	0	0	1	6	0	7.5
BENIGN	2	2	9504.72	82.6498	48397	0	0	0	106.8	1	133.5
BENIGN	15	11	52.1366	0.221134	1.17576e+08	0	0	0	227.037	0	235.769
DDoS	3	5	13324.9	9.1635	873029	0	0	0	1292.56	1	1454.12
DDoS	3	4	191161	115.088	60823	0	0	0	1453.38	1	1661
DDoS	3	4	17859.4	10.7522	651029	0	0	0	1453.38	1	1661
DDoS	3	5	56350.2	38.752	206441	0	0	0	1292.56	1	1454.12
DDoS	3	4	16002.6	9.6343	726571	0	0	0	1453.38	1	1661
DDoS	8	4	155.774	0.160276	7.48711e+07	0	0	1	897.615	0	972.417
BENIGN	2	2	9281.98	118.242	33829	0	0	0	68.6	1	85.75
BENIGN	2	2	2.62963e+06	18518.5	216	0	0	0	123	1	153.75
DDoS	3	5	10842.4	7.45633	1.07291e+06	0	0	0	1292.56	1	1454.12
BENIGN	1	1	496.291	10.7889	185375	0	0	0	43.3333	1	65
BENIGN	2	2	6751.62	95.0932	42064	0	0	0	65.4	1	81.75
DDoS	4	0	3.03996	0.506661	7.89483e+06	0	0	1	6	0	7.5
BENIGN	4	4	8.42404	0.0700544	1.14197e+08	0	0	0	110.444	1	124.25
BENIGN	89	123	1284.43	1.81147	1.17032e+08	0	0	0	705.723	1	709.052
DDoS	4	0	4.49196	0.74866	5.34288e+06	0	0	1	6	0	7.5
BENIGN	13	15	184.028	0.585744	4.78024e+07	0	1	1	304.931	1	315.821
DDoS	4	0	8.98895	1.49816	2.66994e+06	0	0	1	6	0	7.5
BENIGN	1	1	165.161	1.78552	1.12012e+06	0	0	0	76.6667	1	115
DDoS	8	6	142.25	0.170841	8.19474e+07	0	0	1	777.533	0	833.071
DDoS	4	0	5.97029	0.995048	4.0199e+06	0	0	1	6	0	7.5
DDoS	4	0	12.2826	2.04711	1.95398e+06	0	0	1	6	0	7.5
BENIGN	1	1	3715.01	66.3394	30148	0	0	0	53.3333	1	80
DDoS	3	4	624738	376.122	18611	0	0	0	1453.38	1	1661
DDoS	7	6	1283.04	1.4316	9.08076e+06	0	0	1	832.643	0	896.692
BENIGN	2	2	13379	126.815	31542	0	0	0	93	1	116.25
DDoS	4	0	2.22723	0.371205	1.07757e+07	0	0	1	6	0	7.5
DDoS	3	5	16648.1	11.4489	698759	0	0	0	1292.56	1	1454.12
BENIGN	7	2	4.39451	0.141758	6.34883e+07	0	1	1	32.5	0	36.1111
DDoS	9	6	114.641	0.147366	1.01787e+08	0	0	1	729.688	0	778.333
DDoS	8	5	164.665	0.183542	7.08287e+07	0	0	1	833.5	0	897.615
DDoS	5	0	2.57825	0.429709	1.16358e+07	0	0	1	6	0	7.2
BENIGN	2	2	3464.67	45.2899	88320	0	0	0	67.8	1	84.75
BENIGN	7	7	444.373	1.46072	9.5843e+06	0	0	0	283.933	1	304.214
BENIGN	1	1	0	74074.1	27	0	0	1	0	1	0
BENIGN	2	2	464345	6633.5	603	0	0	0	63.6	1	79.5
DDoS	3	4	17908.9	10.7764	649567	0	0	0	1454.12	1	1661.86
BENIGN	2	2	11.6366	0.0942237	4.24521e+07	0	0	0	107.4	1	134.25
BENIGN	1	1	187675	1867.41	1071	0	0	0	86	1	129
BENIGN	1	1	5039.48	32.8305	60919	0	0	0	118.667	1	178
DDoS	8	5	121.506	0.135505	9.59376e+07	0	0	1	833.071	0	897.154
BENIGN	10	5	14260.1	179.447	83590	0	0	0	74.5	0	79.4667
BENIGN	2	2	2e+06	22346.4	179	0	0	0	84.8	1	106
BENIGN	2	0	1.2e+07	2e+06	1	1	0	0	6	0	9
BENIGN	2	2	1.84181e+06	22598.9	177	0	0	0	75.4	1	94.25
BENIGN	2	2	1.75789e+06	21052.6	190	0	0	0	73.8	1	92.25
DDoS	8	5	128.317	0.143027	9.08919e+07	0	0	1	833.5	0	897.615
DDoS	3	5	22624.2	15.5587	514183	0	0	0	1292.56	1	1454.12
DDoS	3	5	8035.99	5.52634	1.44761e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	2	3.10853	0.0379089	1.05516e+08	0	0	0	78	1	97.5
DDoS	5	0	1.22648	0.204413	2.44603e+07	0	0	1	6	0	7.2
DDoS	5	0	2.96655	0.494426	1.01127e+07	0	0	1	6	0	7.2
DDoS	4	0	3.7808	0.630134	6.34786e+06	0	0	1	6	0	7.5
BENIGN	1	1	253776	3021.15	662	0	0	0	74	1	111
DDoS	8	5	129.682	0.144622	8.98892e+07	0	0	1	833.071	0	897.154
DDoS	3	5	21675.8	14.9141	536405	0	0	0	1291.89	1	1453.38
BENIGN	5	3	244.06	0.79987	1.00016e+07	0	0	0	271.222	0	305.125
DDoS	5	0	4.55108	0.758513	6.59184e+06	0	0	1	6	0	7.2
BENIGN	2	0	0	0.0312257	6.40499e+07	0	0	1	0	0	0
DDoS	6	0	5.38857	0.898094	6.68081e+06	0	0	1	6	0	7
BENIGN	14	10	14526.4	49.9116	480850	0	0	0	279.4	0	291.042
DDoS	3	4	6596.06	3.96909	1.76363e+06	0	0	0	1454.12	1	1661.86
DDoS	5	0	3.84866	0.641444	7.79491e+06	0	0	1	6	0	7.2
BENIGN	2	2	872038	18957.3	211	0	0	0	43.2	1	54
BENIGN	6	1	20009.5	302.52	23139	0	1	1	96.5	0	110.286
BENIGN	2	2	8282.61	125.494	31874	0	0	0	59.8	1	74.75
DDoS	4	0	3.90574	0.650957	6.1448e+06	0	0	1	6	0	7.5
