Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow Duration,FIN Flag Count,SYN Flag Count,ACK Flag Count,Packet Length Mean,Down/Up Ratio,Average Packet Size,Label
2,1,0,500000,6,0,0,1,0,0,0,BENIGN
8,6,119.3920985,0.143389326,97636277,0,0,1,777.5333333,0,833.0714286,DDoS
2,2,10.0476745596,0.1104140061,36227288,0,0,0,81.2,1,101.5,BENIGN
2,0,0,666666.666666667,3,0,0,1,0,0,0,BENIGN
3,5,542381.574,372.9951511,21448,0,0,0,1292.555556,1,1454.125,DDoS
1,1,2658.8673225206,33.2358415315,60176,0,0,0,69.3333333333,1,104,BENIGN
2,2,1869565.2173913,21739.1304347826,184,0,0,0,76.8,1,96,BENIGN
4,0,2.841673329,0.473612221,8445728,0,0,1,6,0,7.5,DDoS
3,4,16027.24922,9.649156664,725452,0,0,0,1453.375,1,1661,DDoS
2,2,2142857.14285714,14285.7142857143,280,0,0,0,126.4,1,158,BENIGN
1,1,1004.6359764329,20.9299161757,95557,0,0,0,48,1,72,BENIGN
3,5,6983.049911,4.80223496,1665891,0,0,0,1292.555556,1,1454.125,DDoS
3,4,563323.6434,339.1472868,20640,0,0,0,1453.375,1,1661,DDoS
3,6,18340.47634,14.19663603,633953,0,0,0,1162.7,2,1291.888889,DDoS
3,5,16629.02836,11.44166396,699199,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1273631.84079602,19900.4975124378,201,0,0,0,59.2,1,74,BENIGN
1,1,2736.1584993984,32.965765053,60669,0,0,0,75.3333333333,1,113,BENIGN
3,4,18407.11271,11.08194624,631658,0,0,0,1453.375,1,1661,DDoS
4,0,5.941957474,0.990326246,4039073,0,0,1,6,0,7.5,DDoS
9,5,159.661069,0.191653517,73048490,0,0,1,777.9333333,0,833.5,DDoS
4,0,3.037313395,0.506218899,7901720,0,0,1,6,0,7.5,DDoS
22,22,74.4568478652,0.3781280362,116362702,0,0,0,192.5333333333,1,196.9090909091,BENIGN
4,0,6.330922043,1.055153674,3790917,0,0,1,6,0,7.5,DDoS
4,0,11.27290866,1.878818111,2128998,0,0,1,6,0,7.5,DDoS
3,6,41376.34225,32.01126797,281151,0,0,0,1163.3,2,1292.555556,DDoS
4,4,365.0335316058,5.3484766536,1495753,0,0,0,65.5555555556,1,73.75,BENIGN
4,0,4.305001461,0.717500244,5574911,0,0,1,6,0,7.5,DDoS
8,6,8351.7680978098,35.3140300119,396443,0,0,0,220.7333333333,0,236.5,BENIGN
3,5,113389.8024,77.97802969,102593,0,0,0,1292.555556,1,1454.125,DDoS
2,0,4000000,666666.666666667,3,1,0,0,6,0,9,BENIGN
3,5,9811.876478,6.747615561,1185604,0,0,0,1292.555556,1,1454.125,DDoS
13,0,46428571.4285714,928571.428571429,14,0,0,0,50,0,53.8461538462,BENIGN
2,0,143968.871595331,7782.1011673152,257,0,1,1,24.6666666667,0,37,BENIGN
4,0,11.52730555,1.921217591,2082013,0,0,1,6,0,7.5,DDoS
14,9,19876.4589428488,65.1408600293,353081,0,0,0,292.4166666667,0,305.1304347826,BENIGN
4,0,2.963411133,0.493901856,8098775,0,0,1,6,0,7.5,DDoS
18,24,2434.4555638972,153.0645713828,274394,0,0,0,15.5348837209,1,15.9047619048,BENIGN
2,0,9250000,500000,4,0,1,1,24.6666666667,0,37,BENIGN
1,1,0,39.587498268,50521,0,0,1,0,1,0,BENIGN
8,5,118.4970526,0.132081084,98424389,0,0,1,833.5,0,897.6153846,DDoS
3,5,12504.87758,8.599589155,930277,0,0,0,1292.555556,1,1454.125,DDoS
8,7,141.0654223,0.181520231,82635417,0,0,1,728.9375,0,777.5333333,DDoS
2,2,12398.097826087,169.8369565217,23552,0,0,0,67.4,1,84.25,BENIGN
3,1,77253.2188841202,17167.3819742489,233,1,0,0,4.8,0,6,BENIGN
3,5,175285.5378,120.5436519,66366,0,0,0,1292.555556,1,1454.125,DDoS
5,0,2.800411063,0.466735177,10712713,0,0,1,6,0,7.2,DDoS
4,2,2365.362860375,34.2806211649,175026,0,0,0,64.4285714286,0,75.1666666667,BENIGN
3,4,27096.75314,16.31351785,429092,0,0,0,1453.375,1,1661,DDoS
5,0,2.514185453,0.419030909,11932294,0,0,1,6,0,7.2,DDoS
4,2,6538.0493033226,160.7717041801,37320,0,0,0,39.1428571429,0,45.6666666667,BENIGN
2,2,1454545.45454545,14545.4545454545,275,0,0,0,87.2,1,109,BENIGN
4,4,8955.839773,6.158920157,1298929,0,0,1,1292.555556,1,1454.125,DDoS
2,0,10333333.3333333,666666.666666667,3,0,1,1,20.6666666667,0,31,BENIGN
1,1,480000,80000,25,0,0,1,6,1,9,BENIGN
4,0,7.9529767,1.325496117,3017738,0,0,1,6,0,7.5,DDoS
2,2,5.5442054278,0.0667976558,59882341,0,0,0,74,1,92.5,BENIGN
3,4,90821.79161,54.65078151,128086,0,0,0,1454.125,1,1661.857143,DDoS
8,6,114.4244976,0.137352565,101927474,0,0,1,777.9333333,0,833.5,DDoS
7,6,3465.1551794321,44.468921355,292339,0,0,0,72.3571428571,0,77.9230769231,BENIGN
1,1,7078.717965524,65.543684866,30514,0,0,0,86.6666666667,1,130,BENIGN
9,6,119.2183496,0.153328924,97828900,0,0,1,729.3125,0,777.9333333,DDoS
2,2,1622448.97959184,20408.1632653061,196,0,0,0,72,1,90,BENIGN
4,0,5.873877569,0.978979595,4085887,0,0,1,6,0,7.5,DDoS
2,0,0.5124310433,0.0854051739,23417785,0,0,1,6,0,9,BENIGN
3,6,18035.99447,13.95374798,644988,0,0,0,1163.3,2,1292.555556,DDoS
2,0,4000000,666666.666666667,3,0,0,1,6,0,9,BENIGN
8,6,118.2114433,0.141898329,98662191,0,0,1,777.9333333,0,833.5,DDoS
2,0,0,354.484225452,5642,0,0,1,0,0,0,BENIGN
7,6,9788.8808607089,32.1677075807,404132,0,0,0,282.5714285714,0,304.3076923077,BENIGN
8,6,142.5698925,0.171225744,81763406,0,0,1,777.5333333,0,833.0714286,DDoS
3,4,9381.148995,5.644979194,1240040,0,0,0,1454.125,1,1661.857143,DDoS
2,0,0,500000,4,0,0,1,0,0,0,BENIGN
2,2,5278.1079393219,80.5818006003,49639,0,0,0,61.4,1,76.75,BENIGN
2,2,4.3744774813,0.0611815032,65379237,0,0,0,65.8,1,82.25,BENIGN
3,4,319368.5655,192.1757035,36425,0,0,0,1454.125,1,1661.857143,DDoS
2,0,153846.153846154,25641.0256410256,78,0,0,1,6,0,9,BENIGN
55,47,368.7045376398,0.8667802812,117676881,0,0,0,421.2427184466,0,425.3725490196,BENIGN
2,2,1154929.57746479,28169.014084507,142,0,0,0,39.4,1,49.25,BENIGN
3,7,361210.3514,310.6651341,32189,0,0,0,1057,2,1162.7,DDoS
3,4,9608.983032,5.782075236,1210638,0,0,0,1454.125,1,1661.857143,DDoS
5,0,4.016731561,0.66945526,7468759,0,0,1,6,0,7.2,DDoS
4,0,1.994564977,0.332427496,12032699,0,0,1,6,0,7.5,DDoS
2,2,7532.9566854991,132.1571348333,30267,0,0,0,53,1,66.25,BENIGN
2,2,1010526.31578947,14035.0877192982,285,0,0,0,66,1,82.5,BENIGN
3,3,463.4260245025,5.3678690097,1117762,0,0,0,80.4285714286,1,93.8333333333,BENIGN
5,0,2.550223247,0.425037208,11763676,0,0,1,6,0,7.2,DDoS
2,2,2407239.81900452,18099.5475113122,221,0,0,0,114.4,1,143,BENIGN
2,2,9594.8546274086,105.4379629386,37937,0,0,0,81.4,1,101.75,BENIGN
1,1,3081.0745499215,40.2754843127,49658,0,0,0,67.6666666667,1,101.5,BENIGN
3,6,18341.86511,14.19771101,633905,0,0,0,1162.7,2,1291.888889,DDoS
4,0,2.629628351,0.438271392,9126765,0,0,1,6,0,7.5,DDoS
3,5,195846.2471,134.7527287,59368,0,0,0,1291.888889,1,1453.375,DDoS
1,1,130434.782608696,21739.1304347826,92,0,0,1,6,1,9,BENIGN
3,6,10523.52573,8.141642875,1105428,0,0,0,1163.3,2,1292.555556,DDoS
3,5,228914.9514,157.4245346,50818,0,0,0,1292.555556,1,1454.125,DDoS
3,4,44933.52914,27.05209461,258760,0,0,0,1453.375,1,1661,DDoS
1,1,3188.627229548,66.4297339489,30107,0,0,0,48,1,72,BENIGN
3,4,6631.665103,3.992573813,1753255,0,0,0,1453.375,1,1661,DDoS
4,0,7.224591788,1.204098631,3321987,0,0,1,6,0,7.5,DDoS
3,5,129935.295,89.40245633,89483,0,0,0,1291.888889,1,1453.375,DDoS
4,0,2.967077677,0.494512946,8088767,0,0,1,6,0,7.5,DDoS
4,0,150.4287219,25.07145364,159544,0,0,1,6,0,7.5,DDoS
3,5,262881.8196,180.8768003,44229,0,0,0,1291.888889,1,1453.375,DDoS
3,7,44949.42079,38.63957775,258802,0,0,0,1057.545455,2,1163.3,DDoS
17,12,26507.7627388535,72.1536624204,401920,0,0,0,355.1333333333,0,367.3793103448,BENIGN
2,0,12333333.3333333,666666.666666667,3,0,1,1,24.6666666667,0,37,BENIGN
3,7,6166.13837,5.303292655,1885621,0,0,0,1057,2,1162.7,DDoS
4,0,2.364591659,0.39409861,10149744,0,0,1,6,0,7.5,DDoS
3,4,55961.78454,33.67424498,207874,0,0,0,1454.125,1,1661.857143,DDoS
2,2,1302325.58139535,18604.6511627907,215,0,0,0,61.2,1,76.5,BENIGN
2,2,1129629.62962963,18518.5185185185,216,0,0,0,55.4,1,69.25,BENIGN
3,6,25925.69469,20.068053,448474,0,0,0,1162.7,2,1291.888889,DDoS
4,0,7.528358385,1.254726397,3187946,0,0,1,6,0,7.5,DDoS
2,4,375913.8255,194.0868215,30914,0,0,0,1660.142857,2,1936.833333,DDoS
3,6,72358.027,55.98059339,160770,0,0,0,1163.3,2,1292.555556,DDoS
4,0,12.57859657,2.096432762,1908003,0,0,1,6,0,7.5,DDoS
3,4,18324.04241,11.02624404,634849,0,0,0,1454.125,1,1661.857143,DDoS
2,2,2632653.06122449,20408.1632653061,196,0,0,0,116.2,1,145.25,BENIGN
9,6,116.4634913,0.149708833,100194489,0,0,1,729.6875,0,778.3333333,DDoS
2,0,41333333.3333333,666666.666666667,3,0,0,0,62,0,93,BENIGN
3,4,8807.68759,5.29990657,1320778,0,0,0,1454.125,1,1661.857143,DDoS
1,1,2389.9947616553,32.7396542693,61088,0,0,0,63.6666666667,1,95.5,BENIGN
3,5,244203.1421,168.0248677,47612,0,0,0,1291.888889,1,1453.375,DDoS
4,0,2.197876668,0.366312778,10919630,0,0,1,6,0,7.5,DDoS
2,2,987654.320987654,24691.3580246914,162,0,0,0,38.4,1,48,BENIGN
16,16,164.5877751555,0.5657152315,56565562,0,0,0,282.1212121212,1,290.9375,BENIGN
3,6,28760.95255,22.25123123,404472,0,0,0,1163.3,2,1292.555556,DDoS
2,2,14261.4319472659,165.830604038,24121,0,0,0,75.2,1,94,BENIGN
2,2,2447.5875213161,40.1243855953,99690,0,0,0,55.8,1,69.75,BENIGN
5,0,1163.8640285749,200.6662118233,24917,0,0,1,4.8333333333,0,5.8,BENIGN
8,4,144.1349181,0.148375999,80875614,0,0,1,897.1538462,0,971.9166667,DDoS
2,2,1489655.17241379,27586.2068965517,145,0,0,0,52.4,1,65.5,BENIGN
2,2,10253.415101074,129.7900645706,30819,0,0,0,69.4,1,86.75,BENIGN
9,4,129.7135072,0.144509006,89959791,0,0,1,833.9285714,0,898.0769231,DDoS
7,8,1204.5532307191,2.9260402366,5126382,0,0,0,385.9375,1,411.6666666667,BENIGN
5,4,59.0765710093,1.1659849541,7718796,0,0,0,45.6,0,50.6666666667,BENIGN
3,7,37215.33168,32.00768184,312425,0,0,0,1057,2,1162.7,DDoS
3,6,19888.16648,15.39464164,584619,0,0,0,1162.7,2,1291.888889,DDoS
5,0,4.088959401,0.681493233,7336830,0,0,1,6,0,7.2,DDoS
8,4,119.1050412,0.122609633,97871592,0,0,1,897.1538462,0,971.9166667,DDoS
2,2,1350.0724671251,26.4720091593,151103,0,0,0,49.4,1,61.75,BENIGN
2,0,12333333.3333333,666666.666666667,3,0,1,1,24.6666666667,0,37,BENIGN
3,5,107040.9835,73.61195458,108678,0,0,0,1292.555556,1,1454.125,DDoS
2,2,1580246.91358025,24691.3580246914,162,0,0,0,57.6,1,72,BENIGN
5,0,3.720322984,0.620053831,8063816,0,0,1,6,0,7.2,DDoS
2,2,1140271.49321267,18099.5475113122,221,0,0,0,56.4,1,70.5,BENIGN
2,2,10959.2615545191,130.4673994586,30659,0,0,0,74.6,1,93.25,BENIGN
5,0,9.891372942,1.648562157,3032946,0,0,1,6,0,7.2,DDoS
45,70,802.6804506316,0.9769619709,117711849,0,0,0,814.525862069,1,821.6086956522,BENIGN
3,6,160366.6942,124.0694789,72540,0,0,0,1163.3,2,1292.555556,DDoS
5,0,2.967425972,0.494570995,10109772,0,0,1,6,0,7.2,DDoS
4,0,4.010996146,0.668499358,5983551,0,0,1,6,0,7.5,DDoS
8,5,144.5396441,0.161109095,80690665,0,0,1,833.5,0,897.6153846,DDoS
3,6,40789.4783,31.57351894,285049,0,0,0,1162.7,2,1291.888889,DDoS
3,5,16557.18259,11.39223021,702233,0,0,0,1291.888889,1,1453.375,DDoS
8,6,127.3204501,0.152832573,91603509,0,0,1,777.9333333,0,833.5,DDoS
4,0,6.327835675,1.054639279,3792766,0,0,1,6,0,7.5,DDoS
12,10,487.087045127,1.3896919975,15830846,0,0,0,335.2608695652,0,350.5,BENIGN
3,5,14295.72616,9.836226823,813320,0,0,0,1291.888889,1,1453.375,DDoS
3,6,26300.02329,20.3473059,442319,0,0,0,1163.3,2,1292.555556,DDoS
1,1,1784.0623761068,22.0254614334,90804,0,0,0,67,1,100.5,BENIGN
3,6,784759.7192,607.4514039,14816,0,0,0,1162.7,2,1291.888889,DDoS
5,0,2.814600572,0.469100095,10658706,0,0,1,6,0,7.2,DDoS
20,16,31.0817338263,0.302498626,119008805,0,0,0,99.972972973,0,102.75,BENIGN
5,0,1308.215594,218.0359323,22932,0,0,1,6,0,7.2,DDoS
3,4,420126.4679,252.9358627,27675,0,0,0,1453.375,1,1661,DDoS
2,1,233766.233766234,38961.038961039,77,0,0,1,6,0,8,BENIGN
2,1,227906.976744186,13953.488372093,215,0,1,1,21.5,0,28.6666666667,BENIGN
4,0,2.835809133,0.472634855,8463193,0,0,1,6,0,7.5,DDoS
9,5,143.5557511,0.172232455,81285493,0,0,1,778.3333333,0,833.9285714,DDoS
8,5,114.9495989,0.128126964,101461859,0,0,1,833.5,0,897.6153846,DDoS
10,5,12279.9245897248,154.5292523875,97069,0,0,0,74.5,0,79.4666666667,BENIGN
2,0,10333333.3333333,666666.666666667,3,0,1,1,20.6666666667,0,31,BENIGN
3,6,9739.22629,7.538749171,1193832,0,0,0,1162.7,2,1291.888889,DDoS
3,4,522186.293,314.3806701,22266,0,0,0,1453.375,1,1661,DDoS
4,0,3.718131546,0.619688591,6454855,0,0,1,6,0,7.5,DDoS
2,2,2162162.16216216,54054.0540540541,74,0,0,0,38.4,1,48,BENIGN
3,6,10907.79523,8.438937257,1066485,0,0,0,1163.3,2,1292.555556,DDoS
3,4,7815.491779,4.702866195,1488454,0,0,0,1454.125,1,1661.857143,DDoS
1,1,0,39215.6862745098,51,0,0,1,0,1,0,BENIGN
8,6,121.6653581,0.146044329,95861305,0,0,1,777.9333333,0,833.5,DDoS
5,0,8.446081483,1.407680247,3551943,0,0,1,6,0,7.2,DDoS
8,4,141.3715391,0.145456441,82498925,0,0,1,897.6153846,0,972.4166667,DDoS
3,5,108825.4004,74.83909594,106896,0,0,0,1292.555556,1,1454.125,DDoS
3,6,7860.777807,6.081578291,1479879,0,0,0,1163.3,2,1292.555556,DDoS
1,1,0,83333.3333333333,24,0,0,1,0,1,0,BENIGN
1,2,0,37500,80,0,0,1,0,2,0,BENIGN
2,2,6.0732225463,0.0820705749,48738540,0,0,0,71.8,1,89.75,BENIGN
3,4,6214.001733,3.74112085,1871097,0,0,0,1453.375,1,1661,DDoS
4,0,2.637435674,0.439572612,9099748,0,0,1,6,0,7.5,DDoS
3,5,6242.493518,4.295170564,1862557,0,0,0,1291.888889,1,1453.375,DDoS
3,6,6684.396674,5.174126607,1739424,0,0,0,1162.7,2,1291.888889,DDoS
15,10,16198.6646110377,48.1186567581,519549,0,0,0,323.6923076923,0,336.64,BENIGN
1,1,2425.0026131494,41.8103898819,47835,0,0,0,52.6666666667,1,79,BENIGN
3,5,187272.493,128.8535258,62086,0,0,0,1291.888889,1,1453.375,DDoS
1,1,0,76923.0769230769,26,0,0,1,0,1,0,BENIGN
8,6,153.48955,0.184245366,75985629,0,0,1,777.9333333,0,833.5,DDoS
2,2,3887.0803167971,64.7846719466,61743,0,0,0,54.6,1,68.25,BENIGN
4,0,2.381483726,0.396913954,10077751,0,0,1,6,0,7.5,DDoS
4,0,1.056577944,0.176096324,22714841,0,0,1,6,0,7.5,DDoS
2,1,0,43478.2608695652,69,0,0,1,0,0,0,BENIGN
14,9,9676.9120973497,39.7444603998,578697,0,0,0,233.3333333333,0,243.4782608696,BENIGN
3,5,7712.493006,5.303872092,1508332,0,0,0,1292.555556,1,1454.125,DDoS
2,2,1023255.81395349,18604.6511627907,215,0,0,0,49.8,1,62.25,BENIGN
3,4,199017.4934,119.8178768,58422,0,0,0,1453.375,1,1661,DDoS
1,1,0,33333.3333333333,60,0,0,1,0,1,0,BENIGN
3,5,91855.91106,63.1691987,126644,0,0,0,1292.555556,1,1454.125,DDoS
3,5,21068.81732,14.48900013,552143,0,0,0,1292.555556,1,1454.125,DDoS
16,17,232169.79099332,296.2723550959,111384,0,0,0,760.5882352941,1,783.6363636364,BENIGN
4,0,5.962814399,0.9938024,4024945,0,0,1,6,0,7.5,DDoS
5,0,3.983037571,0.663839595,7531940,0,0,1,6,0,7.2,DDoS
1,1,0,28169.014084507,71,0,0,1,0,1,0,BENIGN
2,2,2147186.14718615,17316.0173160173,231,0,0,0,111.2,1,139,BENIGN
5,0,3.262376287,0.543729381,9195751,0,0,1,6,0,7.2,DDoS
2,2,2055555.55555556,18518.5185185185,216,0,0,0,98.2,1,122.75,BENIGN
3,6,14294.91766,11.06512935,813366,0,0,0,1162.7,2,1291.888889,DDoS
3,4,42593.80014,25.64346788,272974,0,0,0,1453.375,1,1661,DDoS
5,0,4.940856303,0.823476051,6071822,0,0,1,6,0,7.2,DDoS
2,2,1246376.8115942,28985.5072463768,138,0,0,0,39.8,1,49.75,BENIGN
3,5,18383.60788,12.64238486,632792,0,0,0,1292.555556,1,1454.125,DDoS
13,16,475.908252154,0.5363701105,54067144,0,0,0,857.7,1,887.275862069,BENIGN
5,0,4.27200907,0.712001512,7022457,0,0,1,6,0,7.2,DDoS
8,5,145.2180962,0.161865322,80313682,0,0,1,833.5,0,897.6153846,DDoS
8,6,144.0316115,0.172981261,80933622,0,0,1,777.5333333,0,833.0714286,DDoS
3,0,0,4249.2917847026,706,0,0,1,0,0,0,BENIGN
5,0,5.572654317,0.928775719,5383431,0,0,1,6,0,7.2,DDoS
3,5,6877.494518,4.729644644,1691459,0,0,0,1292.555556,1,1454.125,DDoS
3,6,9058.374461,7.008112279,1284226,0,0,0,1163.3,2,1292.555556,DDoS
2,2,5448.3726036309,81.318994084,49189,0,0,0,60.2,1,75.25,BENIGN
2,2,2357894.7368421,21052.6315789474,190,0,0,0,96.4,1,120.5,BENIGN
5,0,7.857632275,1.309605379,3817944,0,0,1,6,0,7.2,DDoS
3,5,26801.30677,18.43122618,434046,0,0,0,1292.555556,1,1454.125,DDoS
8,5,113.5472286,0.126628976,102662127,0,0,1,833.0714286,0,897.1538462,DDoS
3,4,17632.91032,10.61584005,659392,0,0,0,1453.375,1,1661,DDoS
2,2,1400000,25000,160,0,0,0,53.2,1,66.5,BENIGN
3,5,54034.8366,37.17886753,215176,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1931034.48275862,13793.1034482759,290,0,0,0,120.8,1,151,BENIGN
2,2,14495.5672037792,129.4247071766,30906,0,0,0,103.8,1,129.75,BENIGN
3,6,204434.3637,158.2445406,56874,0,0,0,1162.7,2,1291.888889,DDoS
3,6,6549.013114,5.069331558,1775382,0,0,0,1162.7,2,1291.888889,DDoS
3,0,7400000,600000,5,0,0,1,9.25,0,12.3333333333,BENIGN
2,0,17666666.6666667,666666.666666667,3,0,1,1,35.3333333333,0,53,BENIGN
5,0,4.842214035,0.807035672,6195513,0,0,1,6,0,7.2,DDoS
3,6,12829.67512,9.925821031,906726,0,0,0,1163.3,2,1292.555556,DDoS
4,0,1.068221237,0.178036873,22467256,0,0,1,6,0,7.5,DDoS
4,4,6064.5878607166,80.8611714762,98935,0,0,0,71.6666666667,1,80.625,BENIGN
2,0,20270.2702702703,3378.3783783784,592,0,0,1,6,0,9,BENIGN
2,0,0,666666.666666667,3,0,0,1,0,0,0,BENIGN
2,1,197247.706422018,13761.4678899083,218,0,1,1,18.5,0,24.6666666667,BENIGN
3,6,18568.43988,14.37309357,626170,0,0,0,1162.7,2,1291.888889,DDoS
2,0,3000000,500000,4,1,0,0,6,0,9,BENIGN
2,2,9120.6832220886,165.830604038,24121,0,0,0,50.6,1,63.25,BENIGN
1,1,2323.7583291338,27.9970883028,71436,0,0,0,70,1,105,BENIGN
52,0,3014.2929054512,17.3235224451,3001699,0,0,0,174,0,177.3461538462,BENIGN
2,0,500000,83333.3333333333,24,0,0,1,6,0,9,BENIGN
1,1,6611.1614870992,32.9733740005,60655,0,0,0,148.6666666667,1,223,BENIGN
4,0,2.009770163,0.334961694,11941664,0,0,1,6,0,7.5,DDoS
2,0,4000000,666666.666666667,3,0,0,1,6,0,9,BENIGN
3,5,13351.69723,9.181945999,871275,0,0,0,1292.555556,1,1454.125,DDoS
2,0,12333333.3333333,666666.666666667,3,0,1,1,22.6666666667,0,34,BENIGN
2,2,5958.5492227979,129.5336787565,30880,0,0,0,43.2,1,54,BENIGN
3,5,19920.46889,13.70635169,583671,0,0,0,1291.888889,1,1453.375,DDoS
2,2,1245033.11258278,26490.0662251656,151,0,0,0,45.4,1,56.75,BENIGN
15,12,32.6045530662,0.4421511466,61065091,0,0,0,71.1071428571,0,73.7407407407,BENIGN
5,0,4.741084627,0.790180771,6327666,0,0,1,6,0,7.2,DDoS
4,0,11.29445249,1.882408749,2124937,0,0,1,6,0,7.5,DDoS
3,0,0,0.333420319,8997652,0,0,0,0,0,0,BENIGN
3,6,130793.1011,101.1895393,88942,0,0,0,1163.3,2,1292.555556,DDoS
15,13,141852.179447967,231.4604326657,120971,0,0,0,591.724137931,0,612.8571428571,BENIGN
4,2,7558.3236567085,126.6758154756,47365,0,0,0,57.1428571429,0,66.6666666667,BENIGN
15,11,76.8199494649,0.4275998043,60804518,0,0,0,173,0,179.6538461538,BENIGN
2,2,5555.1966927201,129.1906207609,30962,0,0,0,41.4,1,51.75,BENIGN
2,2,9.3197268212,0.1238501903,32297084,0,0,0,69.4,1,86.75,BENIGN
8,5,142.1526167,0.158448428,82045623,0,0,1,833.5,0,897.6153846,DDoS
4,0,13.80463905,2.300773175,1738546,0,0,1,6,0,7.5,DDoS
9,5,615.7785960799,2.5726351373,5441891,0,0,0,223.4,0,239.3571428571,BENIGN
4,0,3.374468574,0.562411429,7112231,0,0,1,6,0,7.5,DDoS
1,3,406779.661016949,67796.6101694915,59,0,0,1,6,3,7.5,BENIGN
8,5,151.6925522,0.169169013,76846225,0,0,1,833.0714286,0,897.1538462,DDoS
5,0,5.94070111,0.990116852,5049909,0,0,1,6,0,7.2,DDoS
4,0,3.427536802,0.571256134,7002113,0,0,1,6,0,7.5,DDoS
2,2,847328.244274809,15267.1755725191,262,0,0,0,50.8,1,63.5,BENIGN
2,2,8966.3122838478,128.0901754835,31228,0,0,0,64.4,1,80.5,BENIGN
2,2,1062146.89265537,22598.8700564972,177,0,0,0,45.4,1,56.75,BENIGN
10,8,610.2423827688,1.6299692669,11043153,0,0,0,354.6842105263,0,374.3888888889,BENIGN
2,2,1719148.93617021,17021.2765957447,235,0,0,0,88.2,1,110.25,BENIGN
2,2,8010.3440663534,126.1471506512,31709,0,0,0,56.8,1,71,BENIGN
5,5,284.4306086645,1.8899043765,5291273,0,0,0,136.8181818182,1,150.5,BENIGN
32,16,159.6137436202,0.6659822404,72073994,0,1,1,243,0,248.0625,BENIGN
3,4,111387.7266,67.02605398,104437,0,0,0,1454.125,1,1661.857143,DDoS
4,0,5.855225166,0.975870861,4098903,0,0,1,6,0,7.5,DDoS
8,5,118.6458503,0.132315009,98250381,0,0,1,833.0714286,0,897.1538462,DDoS
3,4,6267.763287,3.771541564,1856005,0,0,0,1454.125,1,1661.857143,DDoS
8,6,755.0933208408,2.657442557,5268223,0,0,0,265.2,0,284.1428571429,BENIGN
2,2,1275747.50830565,13289.0365448505,301,0,0,0,88,1,110,BENIGN
3,4,219234.1035,131.9211488,53062,0,0,0,1454.125,1,1661.857143,DDoS
52,0,2893.6229003005,16.6300166684,3126876,0,0,0,174,0,177.3461538462,BENIGN
16,14,9.076809329,0.2598323281,115459074,0,0,0,33.8064516129,0,34.9333333333,BENIGN
1,1,4081.1121030481,63.7673766101,31364,0,0,0,61.3333333333,1,92,BENIGN
2,2,2043103.44827586,17241.3793103448,232,0,0,0,100.8,1,126,BENIGN
5,5,76.714228668,0.8204730339,12188091,0,0,0,85,1,93.5,BENIGN
3,6,19670.70632,15.21846101,591387,0,0,0,1163.3,2,1292.555556,DDoS
2,2,8173.0613303928,64.8655661142,61666,0,0,0,109.6,1,137,BENIGN
3,6,6592.100133,5.100051681,1764688,0,0,0,1163.3,2,1292.555556,DDoS
9,4,125.4519208,0.139833231,92967887,0,0,1,833.5,0,897.6153846,DDoS
3,6,274863.4784,212.7609276,42301,0,0,0,1162.7,2,1291.888889,DDoS
5,0,3.78128684,0.630214473,7933807,0,0,1,6,0,7.2,DDoS
4,0,2.790115319,0.46501922,8601795,0,0,1,6,0,7.5,DDoS
1,1,0,48780.4878048781,41,0,0,1,0,1,0,BENIGN
3,5,120974.1995,83.19381038,96161,0,0,0,1292.555556,1,1454.125,DDoS
1,1,5116.3980557687,85.2733009295,23454,0,0,0,57.3333333333,1,86,BENIGN
2,2,14259.5747365764,126.1909268724,31698,0,0,0,97,1,121.25,BENIGN
19,18,41.256422016,0.3163049346,116975728,0,0,0,127,0,130.4324324324,BENIGN
3,6,45639.47444,35.30948766,254889,0,0,0,1163.3,2,1292.555556,DDoS
3,4,13044.72702,7.853538243,891318,0,0,0,1453.375,1,1661,DDoS
2,2,1931818.18181818,22727.2727272727,176,0,0,0,77.2,1,96.5,BENIGN
3,6,6383.042966,4.940860643,1821545,0,0,0,1162.7,2,1291.888889,DDoS
4,0,4.003425598,0.6672376,5994866,0,0,1,6,0,7.5,DDoS
5,0,3.233493474,0.538915579,9277891,0,0,1,6,0,7.2,DDoS
3,5,9598.002678,6.600534808,1212023,0,0,0,1292.555556,1,1454.125,DDoS
5,0,4.551771162,0.758628527,6590841,0,0,1,6,0,7.2,DDoS
3,4,144148.2767,86.78403174,80660,0,0,0,1453.375,1,1661,DDoS
1,1,129032.258064516,21505.376344086,93,0,0,1,6,1,9,BENIGN
23,20,77.6771999902,0.3712068904,115838367,0,0,0,204.5,0,209.2558139535,BENIGN
3,5,17165.10848,11.8044243,677712,0,0,0,1292.555556,1,1454.125,DDoS
2,2,911111.111111111,22222.2222222222,180,0,0,0,39.4,1,49.25,BENIGN
1,1,3878.6444466358,65.7397363837,30423,0,0,0,56.3333333333,1,84.5,BENIGN
2,2,10651.8960374947,85.2151683,46940,0,0,0,105.6,1,132,BENIGN
3,6,425445.4975,329.320502,27329,0,0,0,1162.7,2,1291.888889,DDoS
5,3,4247.645327047,43.4541721437,184102,0,0,0,86.8888888889,0,97.75,BENIGN
